Fecha,Cine,Tipo_Sala,Cantidad_Boletos,Total_Venta,Cliente_ID
3/9/2025,Cinépolis Paseo Villalta,Tradicional,3,240,9754
3/9/2025,Cinépolis Paseo Villalta,Tradicional,2,160,9964
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,7511
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,2246
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,4009
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,2827
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9569
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,3196
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,6978
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,7303
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,9714
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,8569
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,5583
3/9/2025,Cinépolis Paseo Villalta,Tradicional,4,320,8128
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,3461
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,1685
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,6341
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,2256
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,8165
3/9/2025,Cinépolis La Nogalera,Tradicional,4,320,9789
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,8003
3/9/2025,Cinépolis La Nogalera,Tradicional,5,400,4537
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,5558
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,5082
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,4754
3/9/2025,Cinépolis La Nogalera,Tradicional,5,400,2376
3/9/2025,Cinépolis Paseo Villalta,Tradicional,3,240,1022
3/9/2025,Cinépolis La Nogalera,Tradicional,4,320,8295
3/9/2025,Cinépolis La Nogalera,Tradicional,2,160,8353
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,1514
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,6343
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,3520
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,4967
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,3159
3/9/2025,Cinépolis La Nogalera,Tradicional,1,80,3547
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,3649
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,2037
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,8604
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,3634
3/9/2025,Cinépolis Paseo Villalta,Tradicional,3,240,2124
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,6251
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,2013
3/9/2025,Cinépolis Paseo Villalta,Tradicional,2,160,2828
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,3023
3/9/2025,Cinépolis La Nogalera,Tradicional,2,160,6891
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,6036
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,3563
3/9/2025,Cinépolis La Nogalera,Tradicional,3,240,5431
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,4959
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,1593
3/9/2025,Cinépolis Paseo Villalta,Tradicional,4,320,4390
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,1663
3/9/2025,Cinépolis La Nogalera,Tradicional,4,320,1541
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,1867
3/9/2025,Cinépolis Paseo Villalta,Tradicional,5,400,6469
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,2169
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,3810
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,2019
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,2283
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,9590
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9266
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,4471
3/9/2025,Cinépolis La Nogalera,Tradicional,1,80,9691
3/9/2025,Cinépolis La Nogalera,Tradicional,2,160,3097
3/9/2025,Cinépolis Paseo Villalta,Tradicional,5,400,7397
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,3757
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,2900
3/9/2025,Cinépolis Paseo Villalta,Tradicional,5,400,2449
3/9/2025,Cinépolis Paseo Villalta,Tradicional,2,160,8999
3/9/2025,Cinépolis La Nogalera,Tradicional,4,320,3096
3/9/2025,Cinépolis La Nogalera,Tradicional,2,160,9895
3/9/2025,Cinépolis La Nogalera,Tradicional,4,320,4331
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,3978
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,1685
3/9/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,5283
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,7868
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,5713
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,5998
3/9/2025,Cinépolis Paseo Villalta,Tradicional,4,320,9461
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,8896
3/9/2025,Cinépolis La Nogalera,Tradicional,4,320,6347
3/9/2025,Cinépolis Paseo Villalta,Tradicional,4,320,9017
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,6560
3/9/2025,Cinépolis La Nogalera,Tradicional,4,320,1689
3/9/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,1671
3/9/2025,Cinépolis Paseo Villalta,Tradicional,4,320,6591
3/9/2025,Cinépolis La Nogalera,Tradicional,2,160,3539
3/9/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,5260
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,4670
3/9/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,2938
3/9/2025,Cinépolis Paseo Villalta,Tradicional,1,80,7588
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,8875
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,1597
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,1572
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,8097
3/10/2025,Cinépolis Paseo Villalta,Tradicional,1,80,7566
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,5624
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,4648
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,2537
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,4137
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,4750
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9535
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,5666
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,2727
3/10/2025,Cinépolis Paseo Villalta,Tradicional,1,80,6055
3/10/2025,Cinépolis La Nogalera,Tradicional,4,320,6774
3/10/2025,Cinépolis La Nogalera,Tradicional,4,320,1781
3/10/2025,Cinépolis Paseo Villalta,Tradicional,5,400,7823
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,8193
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,6879
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,8264
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,3274
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,7744
3/10/2025,Cinépolis Paseo Villalta,Tradicional,2,160,6546
3/10/2025,Cinépolis Paseo Villalta,Tradicional,5,400,3551
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,1007
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,6416
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,8239
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,7971
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,3822
3/10/2025,Cinépolis Paseo Villalta,Tradicional,5,400,1258
3/10/2025,Cinépolis Paseo Villalta,Tradicional,2,160,2898
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,4200
3/10/2025,Cinépolis La Nogalera,Tradicional,4,320,1687
3/10/2025,Cinépolis Paseo Villalta,Tradicional,5,400,3307
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,3591
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,8183
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,6108
3/10/2025,Cinépolis La Nogalera,Tradicional,5,400,8329
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,2125
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,9438
3/10/2025,Cinépolis Paseo Villalta,Tradicional,5,400,7274
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,4864
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,8833
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,1226
3/10/2025,Cinépolis La Nogalera,Tradicional,4,320,1264
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,1645
3/10/2025,Cinépolis Paseo Villalta,Tradicional,4,320,8544
3/10/2025,Cinépolis Paseo Villalta,Tradicional,2,160,3990
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,3504
3/10/2025,Cinépolis La Nogalera,Tradicional,2,160,1587
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,5079
3/10/2025,Cinépolis La Nogalera,Tradicional,4,320,4831
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,2715
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,7450
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,2098
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,7980
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,8950
3/10/2025,Cinépolis Paseo Villalta,Tradicional,3,240,9915
3/10/2025,Cinépolis La Nogalera,Tradicional,2,160,2089
3/10/2025,Cinépolis Paseo Villalta,Tradicional,4,320,2958
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,6779
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,6063
3/10/2025,Cinépolis Paseo Villalta,Tradicional,4,320,1441
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,7370
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,1948
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,7115
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,5646
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,2787
3/10/2025,Cinépolis La Nogalera,Tradicional,2,160,2138
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,7362
3/10/2025,Cinépolis Paseo Villalta,Tradicional,3,240,2377
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,5596
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,6661
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,9787
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,1423
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,2750
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,5178
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,3946
3/10/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,8880
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,8230
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,2531
3/10/2025,Cinépolis Paseo Villalta,Tradicional,4,320,5493
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,3723
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,7816
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,2762
3/10/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,1040
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,9259
3/10/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,8804
3/10/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,4198
3/10/2025,Cinépolis La Nogalera,Tradicional,1,80,3479
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,1778
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,2492
3/11/2025,Cinépolis La Nogalera,Tradicional,5,400,8851
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,3044
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,5577
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,1342
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,7317
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,7748
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,8986
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,4740
3/11/2025,Cinépolis Paseo Villalta,Tradicional,4,320,2846
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,1771
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9770
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,1193
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,5005
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,7716
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,5378
3/11/2025,Cinépolis Paseo Villalta,Tradicional,4,320,8616
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,3800
3/11/2025,Cinépolis Paseo Villalta,Tradicional,3,240,2455
3/11/2025,Cinépolis La Nogalera,Tradicional,4,320,6808
3/11/2025,Cinépolis La Nogalera,Tradicional,5,400,6093
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,2159
3/11/2025,Cinépolis Paseo Villalta,Tradicional,4,320,5987
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,1340
3/11/2025,Cinépolis La Nogalera,Tradicional,1,80,1703
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,6482
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,2800
3/11/2025,Cinépolis La Nogalera,Tradicional,1,80,5648
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,3866
3/11/2025,Cinépolis Paseo Villalta,Tradicional,1,80,6670
3/11/2025,Cinépolis La Nogalera,Tradicional,3,240,2517
3/11/2025,Cinépolis Paseo Villalta,Tradicional,3,240,2356
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,9210
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,7132
3/11/2025,Cinépolis La Nogalera,Tradicional,4,320,7588
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,7246
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,5615
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,9365
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,7574
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,7993
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,6443
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,9611
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,2774
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,4808
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,8922
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,6054
3/11/2025,Cinépolis La Nogalera,Tradicional,1,80,1201
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,5658
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,8544
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,4155
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,2628
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,7031
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,5008
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,3466
3/11/2025,Cinépolis Paseo Villalta,Tradicional,1,80,8980
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,5669
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,8446
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,2130
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,3658
3/11/2025,Cinépolis La Nogalera,Tradicional,1,80,5020
3/11/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,4259
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,2823
3/11/2025,Cinépolis Paseo Villalta,Tradicional,3,240,4243
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,2141
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,5000
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,1006
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,5928
3/11/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,6906
3/11/2025,Cinépolis La Nogalera,Tradicional,2,160,8611
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,2442
3/11/2025,Cinépolis Paseo Villalta,Tradicional,3,240,2829
3/11/2025,Cinépolis La Nogalera,Tradicional,2,160,4699
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,2054
3/11/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,2900
3/11/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,8069
3/11/2025,Cinépolis Paseo Villalta,Tradicional,3,240,7218
3/11/2025,Cinépolis La Nogalera,Tradicional,4,320,8833
3/11/2025,Cinépolis Paseo Villalta,Tradicional,3,240,7591
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,3309
3/12/2025,Cinépolis Paseo Villalta,Tradicional,5,400,1910
3/12/2025,Cinépolis La Nogalera,Tradicional,2,160,7628
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,6668
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,9036
3/12/2025,Cinépolis Paseo Villalta,Tradicional,4,320,1785
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,3416
3/12/2025,Cinépolis La Nogalera,Tradicional,5,400,5154
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,2936
3/12/2025,Cinépolis La Nogalera,Tradicional,4,320,4236
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,2932
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,5916
3/12/2025,Cinépolis Paseo Villalta,Tradicional,3,240,2439
3/12/2025,Cinépolis La Nogalera,Tradicional,3,240,5857
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,1382
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,9491
3/12/2025,Cinépolis Paseo Villalta,Tradicional,4,320,4456
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,7626
3/12/2025,Cinépolis La Nogalera,Tradicional,2,160,7652
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,4835
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,7905
3/12/2025,Cinépolis Paseo Villalta,Tradicional,5,400,3567
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,9848
3/12/2025,Cinépolis La Nogalera,Tradicional,4,320,4730
3/12/2025,Cinépolis Paseo Villalta,Tradicional,5,400,9458
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,4630
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,7538
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,2207
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,1557
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,1882
3/12/2025,Cinépolis Paseo Villalta,Tradicional,2,160,6867
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,6347
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,9125
3/12/2025,Cinépolis Paseo Villalta,Tradicional,3,240,3808
3/12/2025,Cinépolis Paseo Villalta,Tradicional,2,160,4536
3/12/2025,Cinépolis Paseo Villalta,Tradicional,5,400,4802
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,2970
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,5258
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,8084
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,4935
3/12/2025,Cinépolis Paseo Villalta,Tradicional,3,240,3490
3/12/2025,Cinépolis La Nogalera,Tradicional,5,400,8661
3/12/2025,Cinépolis La Nogalera,Tradicional,2,160,5117
3/12/2025,Cinépolis La Nogalera,Tradicional,3,240,4906
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,6929
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,2999
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,4735
3/12/2025,Cinépolis Paseo Villalta,Tradicional,1,80,8901
3/12/2025,Cinépolis Paseo Villalta,Tradicional,3,240,8537
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,9733
3/12/2025,Cinépolis Paseo Villalta,Tradicional,1,80,4363
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,7144
3/12/2025,Cinépolis La Nogalera,Tradicional,5,400,9068
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,9448
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,4175
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,6037
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9605
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,4426
3/12/2025,Cinépolis Paseo Villalta,Tradicional,4,320,6409
3/12/2025,Cinépolis La Nogalera,Tradicional,5,400,3130
3/12/2025,Cinépolis Paseo Villalta,Tradicional,2,160,6776
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,8547
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,7465
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,3555
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,3951
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,4701
3/12/2025,Cinépolis La Nogalera,Tradicional,5,400,3368
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,6789
3/12/2025,Cinépolis La Nogalera,Tradicional,5,400,2556
3/12/2025,Cinépolis Paseo Villalta,Tradicional,5,400,8480
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,1182
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,8651
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9851
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,7555
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9244
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,2228
3/12/2025,Cinépolis Paseo Villalta,Tradicional,2,160,7046
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,5945
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,8016
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,8758
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,8161
3/12/2025,Cinépolis La Nogalera,Tradicional,2,160,2809
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,7056
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,6951
3/12/2025,Cinépolis La Nogalera,Tradicional,4,320,8818
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,6738
3/12/2025,Cinépolis Paseo Villalta,Tradicional,1,80,6793
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,3224
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9662
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,8094
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,1234
3/12/2025,Cinépolis La Nogalera,Tradicional,5,400,4607
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,6904
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,6832
3/12/2025,Cinépolis La Nogalera,Tradicional,4,320,8122
3/12/2025,Cinépolis Paseo Villalta,Tradicional,4,320,2316
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,2124
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,6672
3/12/2025,Cinépolis Paseo Villalta,Tradicional,2,160,8935
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,6355
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,6574
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,3257
3/12/2025,Cinépolis La Nogalera,Tradicional,5,400,5424
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,4893
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,2772
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,2751
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,8170
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,4220
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,9547
3/12/2025,Cinépolis La Nogalera,Tradicional,4,320,1234
3/12/2025,Cinépolis Paseo Villalta,Tradicional,5,400,8480
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,7708
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,4748
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,9016
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,1674
3/12/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,3158
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,4253
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,9931
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,4923
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,3745
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,6818
3/12/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,5063
3/12/2025,Cinépolis La Nogalera,Tradicional,1,80,9224
3/12/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,4709
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,7516
3/12/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,4718
